air_date,schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,segment_duration_sec,Reach,slot_id,AD_DURATION,PROMO_DURATION,ad_duration_sec,Time_hour,Total_Duration,start_sec,End_time,End_hour,start_time_in_time,end_time_in_time,promo_duration_sec
2019-06-01,70299,31224.0,9916.0,1.0,691.64,0.07594999999999995,154,720.0,120.0,420.0,6.0,1111.6399999999999,25167.0,26278.64,7.0,06:59:27,07:17:58,0
2019-06-01,70299,31225.0,9916.0,2.0,639.8,0.11985000000000012,154,720.0,120.0,0.0,7.0,639.8,26278.64,26918.44,7.0,07:17:58,07:28:38,0
2019-06-01,70299,31226.0,9916.0,3.0,750.92,0.1145000000000001,154,720.0,120.0,420.0,7.0,1170.92,26918.44,28089.36,7.0,07:28:38,07:48:09,0
2019-06-01,70299,31227.0,9916.0,4.0,597.88,0.1253999999999999,154,720.0,120.0,0.0,7.0,597.88,28089.36,28687.24,7.0,07:48:09,07:58:07,0
2019-06-01,70299,31228.0,9916.0,5.0,703.16,0.14429999999999998,154,720.0,120.0,420.0,7.0,1123.1599999999999,28687.24,29810.4,8.0,07:58:07,08:16:50,0
2019-06-01,70299,31229.0,9916.0,6.0,716.04,0.1666499999999999,154,720.0,120.0,420.0,8.0,1136.04,29810.4,30946.440000000002,8.0,08:16:50,08:35:46,0
2019-06-01,70299,31230.0,9916.0,7.0,654.2,0.25970000000000026,154,720.0,120.0,0.0,8.0,654.2,30946.440000000002,31600.640000000003,8.0,08:35:46,08:46:40,0
2019-06-01,70299,31231.0,9916.0,8.0,590.64,0.2504999999999996,154,720.0,120.0,160.0,8.0,750.64,31600.640000000003,32351.280000000002,8.0,08:46:40,08:59:11,0
2019-06-01,70299,31232.0,9916.0,9.0,595.36,0.23929999999999996,154,720.0,120.0,160.0,8.0,755.36,32351.280000000002,33106.64,9.0,08:59:11,09:11:46,0
2019-06-01,70299,31233.0,9916.0,10.0,665.44,0.3223499999999999,154,720.0,120.0,0.0,9.0,665.44,33106.64,33772.08,9.0,09:11:46,09:22:52,0
2019-06-01,70300,37817.0,12124.0,1.0,686.0,0.40880000000000016,155,720.0,120.0,260.0,9.0,946.0,33782.0,34728.0,9.0,09:23:02,09:38:48,0
2019-06-01,70300,37818.0,12124.0,2.0,753.0,0.4132999999999994,155,720.0,120.0,260.0,9.0,1013.0,34728.0,35741.0,9.0,09:38:48,09:55:41,0
2019-06-01,70300,37819.0,12124.0,3.0,763.0,0.45854999999999935,155,720.0,120.0,420.0,9.0,1183.0,35741.0,36924.0,10.0,09:55:41,10:15:24,0
2019-06-01,70300,37820.0,12124.0,4.0,613.0,0.46605000000000013,155,720.0,120.0,420.0,10.0,1033.0,36924.0,37957.0,10.0,10:15:24,10:32:37,0
2019-06-01,70300,37821.0,12124.0,5.0,955.0,0.5916500000000003,155,720.0,120.0,0.0,10.0,955.0,37957.0,38912.0,10.0,10:32:37,10:48:32,0
2019-06-01,70300,37822.0,12124.0,6.0,652.0,0.5762499999999988,155,720.0,120.0,0.0,10.0,652.0,38912.0,39564.0,10.0,10:48:32,10:59:24,0
2019-06-01,70300,37826.0,12124.0,10.0,786.0,0.6413499999999996,155,720.0,120.0,420.0,10.0,1206.0,39564.0,40770.0,11.0,10:59:24,11:19:30,0
2019-06-01,70300,37823.0,12124.0,7.0,732.0,0.6552999999999988,155,720.0,120.0,420.0,11.0,1152.0,40770.0,41922.0,11.0,11:19:30,11:38:42,0
2019-06-01,70300,37824.0,12124.0,8.0,763.0,0.8098499999999993,155,720.0,120.0,70.0,11.0,833.0,41922.0,42755.0,11.0,11:38:42,11:52:35,0
2019-06-01,70300,37825.0,12124.0,9.0,772.0,0.7600499999999997,155,720.0,120.0,0.0,11.0,772.0,42755.0,43527.0,12.0,11:52:35,12:05:27,0
2019-06-01,70301,42171.0,13193.0,1.0,792.0,1.0670000000000004,156,720.0,120.0,380.0,12.0,1172.0,43532.0,44704.0,12.0,12:05:32,12:25:04,0
2019-06-01,70301,42172.0,13193.0,2.0,732.0,0.941150000000002,156,720.0,120.0,380.0,12.0,1112.0,44704.0,45816.0,12.0,12:25:04,12:43:36,0
2019-06-01,70301,42173.0,13193.0,3.0,774.0,1.1363500000000004,156,720.0,120.0,0.0,12.0,774.0,45816.0,46590.0,12.0,12:43:36,12:56:30,0
2019-06-01,70301,42174.0,13193.0,4.0,676.0,1.0583500000000015,156,720.0,120.0,420.0,12.0,1096.0,46590.0,47686.0,13.0,12:56:30,13:14:46,0
2019-06-01,70301,42175.0,13193.0,5.0,963.0,1.5607000000000033,156,720.0,120.0,420.0,13.0,1383.0,47686.0,49069.0,13.0,13:14:46,13:37:49,0
2019-06-01,70301,42176.0,13193.0,6.0,987.0,1.8210999999999982,156,720.0,120.0,0.0,13.0,987.0,49069.0,50056.0,13.0,13:37:49,13:54:16,0
2019-06-01,70301,42177.0,13193.0,7.0,859.0,1.2878999999999992,156,720.0,120.0,420.0,13.0,1279.0,50056.0,51335.0,14.0,13:54:16,14:15:35,0
2019-06-01,70301,42178.0,13193.0,8.0,797.0,1.3419999999999985,156,720.0,120.0,0.0,14.0,797.0,51335.0,52132.0,14.0,14:15:35,14:28:52,0
2019-06-01,70301,42179.0,13193.0,9.0,698.0,1.2914500000000035,156,720.0,120.0,170.0,14.0,868.0,52132.0,53000.0,14.0,14:28:52,14:43:20,0
2019-06-01,70301,42180.0,13193.0,10.0,602.0,1.138649999999999,156,720.0,120.0,420.0,14.0,1022.0,53000.0,54022.0,15.0,14:43:20,15:00:22,0
