air_date,schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,segment_duration_sec,Reach,slot_id,AD_DURATION,PROMO_DURATION,ad_duration_sec,Time_hour,Total_Duration,start_sec,End_time,End_hour,start_time_in_time,end_time_in_time,promo_duration_sec
2019-08-31,125437,36879.0,11889.0,1.0,824.0,0.07239999999999998,98,840.0,60.0,450.0,2.0,1274.0,10789.0,12063.0,3.0,02:59:49,03:21:03,0
2019-08-31,125437,36880.0,11889.0,2.0,996.0,0.07365000000000001,98,840.0,60.0,450.0,3.0,1446.0,12063.0,13509.0,3.0,03:21:03,03:45:09,0
2019-08-31,125437,36881.0,11889.0,3.0,961.0,0.07319999999999999,98,840.0,60.0,450.0,3.0,1411.0,13509.0,14920.0,4.0,03:45:09,04:08:40,0
2019-08-31,125437,36882.0,11889.0,4.0,981.0,0.07365000000000001,98,840.0,60.0,0.0,4.0,981.0,14920.0,15901.0,4.0,04:08:40,04:25:01,0
2019-08-31,125437,36883.0,11889.0,5.0,1007.0,0.07400000000000001,98,840.0,60.0,0.0,4.0,1007.0,15901.0,16908.0,4.0,04:25:01,04:41:48,0
2019-08-31,125437,36884.0,11889.0,6.0,594.0,0.06434999999999999,98,840.0,60.0,450.0,4.0,1044.0,16908.0,17952.0,4.0,04:41:48,04:59:12,0
2019-08-31,125437,36885.0,11889.0,7.0,668.0,0.06985000000000001,98,840.0,60.0,0.0,4.0,668.0,17952.0,18620.0,5.0,04:59:12,05:10:20,0
2019-08-31,125437,36886.0,11889.0,8.0,562.0,0.06269999999999999,98,840.0,60.0,450.0,5.0,1012.0,18620.0,19632.0,5.0,05:10:20,05:27:12,0
2019-08-31,125437,36887.0,11889.0,9.0,692.0,0.06799999999999999,98,840.0,60.0,120.00000000000001,5.0,812.0,19632.0,20444.0,5.0,05:27:12,05:40:44,0
2019-08-31,125437,36888.0,11889.0,10.0,632.0,0.06885,98,840.0,60.0,450.0,5.0,1082.0,20444.0,21526.0,5.0,05:40:44,05:58:46,0
2019-08-31,125437,36889.0,11889.0,11.0,557.0,0.062049999999999966,98,840.0,60.0,0.0,5.0,557.0,21526.0,22083.0,6.0,05:58:46,06:08:03,0
2019-08-31,125438,20964.0,6165.0,1.0,960.0,0.07319999999999999,99,840.0,60.0,0.0,6.0,960.0,22087.0,23047.0,6.0,06:08:07,06:24:07,0
2019-08-31,125438,20965.0,6165.0,2.0,564.0,0.06279999999999998,99,840.0,60.0,390.0,6.0,954.0,23047.0,24001.0,6.0,06:24:07,06:40:01,0
2019-08-31,125438,20966.0,6165.0,3.0,732.0,0.06739999999999999,99,840.0,60.0,390.0,6.0,1122.0,24001.0,25123.0,6.0,06:40:01,06:58:43,0
2019-08-31,125438,20967.0,6165.0,4.0,754.0,0.06924999999999999,99,840.0,60.0,450.0,6.0,1204.0,25123.0,26327.0,7.0,06:58:43,07:18:47,0
2019-08-31,125438,20968.0,6165.0,5.0,631.0,0.06905,99,840.0,60.0,450.0,7.0,1081.0,26327.0,27408.0,7.0,07:18:47,07:36:48,0
2019-08-31,125438,20969.0,6165.0,6.0,735.0,0.08670000000000001,99,840.0,60.0,0.0,7.0,735.0,27408.0,28143.0,7.0,07:36:48,07:49:03,0
2019-08-31,125438,20970.0,6165.0,7.0,933.0,0.10415000000000012,99,840.0,60.0,450.0,7.0,1383.0,28143.0,29526.0,8.0,07:49:03,08:12:06,0
2019-08-31,125438,20971.0,6165.0,8.0,953.0,0.1380499999999999,99,840.0,60.0,80.0,8.0,1033.0,29526.0,30559.0,8.0,08:12:06,08:29:19,0
2019-08-31,125438,20972.0,6165.0,9.0,805.0,0.13669999999999993,99,840.0,60.0,450.0,8.0,1255.0,30559.0,31814.0,8.0,08:29:19,08:50:14,0
2019-08-31,125438,20973.0,6165.0,10.0,890.0,0.2703,99,840.0,60.0,0.0,8.0,890.0,31814.0,32704.0,9.0,08:50:14,09:05:04,0
2019-08-31,125439,27354.0,8476.0,1.0,896.96,0.3761999999999999,100,840.0,60.0,410.0,9.0,1306.96,32727.000000000004,34033.96000000001,9.0,09:05:27,09:27:13,0
2019-08-31,125439,27355.0,8476.0,2.0,912.96,0.3865000000000005,100,840.0,60.0,410.0,9.0,1322.96,34033.96000000001,35356.920000000006,9.0,09:27:13,09:49:16,0
2019-08-31,125439,27356.0,8476.0,3.0,707.96,0.3765000000000002,100,840.0,60.0,450.0,9.0,1157.96,35356.920000000006,36514.880000000005,10.0,09:49:16,10:08:34,0
2019-08-31,125439,27357.0,8476.0,4.0,1072.96,0.4945499999999993,100,840.0,60.0,450.0,10.0,1522.96,36514.880000000005,38037.840000000004,10.0,10:08:34,10:33:57,0
2019-08-31,125439,27358.0,8476.0,5.0,1008.96,0.5582999999999998,100,840.0,60.0,0.0,10.0,1008.96,38037.840000000004,39046.8,10.0,10:33:57,10:50:46,0
2019-08-31,125439,27359.0,8476.0,6.0,787.96,0.5121499999999992,100,840.0,60.0,450.0,10.0,1237.96,39046.8,40284.76,11.0,10:50:46,11:11:24,0
2019-08-31,125439,27360.0,8476.0,7.0,934.96,0.5999999999999992,100,840.0,60.0,450.0,11.0,1384.96,40284.76,41669.72,11.0,11:11:24,11:34:29,0
2019-08-31,125439,27361.0,8476.0,8.0,844.96,0.6795999999999981,100,840.0,60.0,0.0,11.0,844.96,41669.72,42514.68,11.0,11:34:29,11:48:34,0
2019-08-31,125439,27362.0,8476.0,9.0,957.96,0.9638999999999989,100,840.0,60.0,0.0,11.0,957.96,42514.68,43472.64,12.0,11:48:34,12:04:32,0
2019-08-31,125439,27363.0,8476.0,10.0,827.96,0.7256499999999992,100,840.0,60.0,400.0,12.0,1227.96,43472.64,44700.6,12.0,12:04:32,12:25:00,0
2019-08-31,125439,27364.0,8476.0,11.0,750.96,0.7626500000000002,100,840.0,60.0,400.0,12.0,1150.96,44700.6,45851.56,12.0,12:25:00,12:44:11,0
2019-08-31,125439,27365.0,8476.0,12.0,601.96,0.68655,100,840.0,60.0,0.0,12.0,601.96,45851.56,46453.52,12.0,12:44:11,12:54:13,0
2019-08-31,125441,39419.0,12521.0,1.0,527.96,0.7485499999999997,102,840.0,60.0,400.0,16.0,927.96,59596.00000000001,60523.96000000001,16.0,16:33:16,16:48:43,0
2019-08-31,125441,39420.0,12521.0,2.0,755.96,0.8224499999999996,102,840.0,60.0,450.0,16.0,1205.96,60523.96000000001,61729.920000000006,17.0,16:48:43,17:08:49,0
