SCHEDULE_DETAIL_ID,AIR_DATE,CONTENT_DURATION_SEC,PROMO_DURATION_SEC,AD_DURATION_SEC,CONTENT_START_TIME,CONTENT_END_TIME,CHANNEL_ID,SLOT_ID,SLOT_DESC,DOW_ID,DOW_CODE,CONTENT_TAPE_ID_1,CONTENT_ID,TAPE_NAME,TAPE_DURATION_SEC,CONTENT_NAME,CONTENT_TAPE_DETAIL_ID,CONTENT_TAPE_ID,CONTENT_TAPE_DETAIL_NAME,SEGMENT_DURATION_SEC,PART_NO,SEGMENT_NO,TAPE_ID,AD_DURATION,PROMO_DURATION
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12352,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,666.76,1,1,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12353,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,971.6,1,2,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12354,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,724.64,1,3,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12355,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,721.92,1,4,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12356,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,821.28,1,5,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12357,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,818.72,1,6,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12358,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,706.48,1,7,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12359,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,884.56,1,8,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12360,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,755.76,1,9,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12361,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,676,1,10,515745,900,60
176275,28-09-2019,8280,188.1818182,2822.727273,21.02.00,5.12.00,1,43,Subah 2,1,SAT,3664,503,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,8280,PHATA POSTER NIKLA HERO,12362,3664,ZCN PHATA POSTER NIKLA HERO(U-EDITED VER,557,1,11,515745,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30356,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,869.96,1,1,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30357,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,919.96,1,2,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30358,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,981.96,1,3,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30359,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,684.96,1,4,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30360,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,1057.96,1,5,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30361,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,933.96,1,6,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30362,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,781.96,1,7,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30363,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,870.96,1,8,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30364,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,840.96,1,9,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30365,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,774.96,1,10,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30366,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,674.96,1,11,516872,900,60
176276,28-09-2019,9840,223.6363636,3354.545455,5.12.00,12.50.00,1,44,Dopahar 1,1,SAT,9604,1070,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,9840,VIVAH - JOURNEY FROM ENGAGMENT TO MARRIAGE,30367,9604,ZCN VIVAH (U-SONG SUBTITLES FOR ZCN ONLY,431.96,1,12,516872,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24870,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,813.96,1,1,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24871,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,688.96,1,2,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24872,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,737.96,1,3,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24873,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,656.96,1,4,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24874,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,762.96,1,5,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24875,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,757.96,1,6,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24876,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,643.96,1,7,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24877,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,654.96,1,8,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24878,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,719.96,1,9,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24879,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,780.96,1,10,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24880,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,859.96,1,11,516824,900,60
176277,28-09-2019,8880,201.8181818,3027.272727,12.50.00,10.39.00,1,45,Dopahar 2,1,SAT,7405,883,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,8880,WELCOME,24881,7405,ZCN WELCOME ( U/A EDITED ) SUBTITL SONGS,784.96,1,12,516824,900,60
176278,28-09-2019,5340,121.3636364,1820.454545,10.39.00,0.00.00,1,46,Shaam,1,SAT,17778,2729,DUMMY TAPE,5340,DIYA/KARU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,60
176279,28-09-2019,7560,171.8181818,2577.272727,0.00.00,3.49.00,1,47,Raat,1,SAT,17798,3798,URI-THE SURGICAL STRIKE(U/A-Vicky Ka,7560,URI THE SURGICAL STRIKE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34424,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,354.96,1,1,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34425,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,477.96,1,2,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34426,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,449.96,1,3,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34427,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,506.96,1,4,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34428,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,400.96,1,5,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34429,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,418.96,1,6,516488,900,60
176280,28-09-2019,3003.72,68.26636364,1023.995455,3.49.00,0.04.00,1,48,Der Raat,1,SAT,11135,1209,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,3003.72,DILER-DARING,34430,11135,ZCN DILER-DARING (U-EDIT SHORTER VER)CHI,393.96,1,7,516488,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42874,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,883,1,1,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42875,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,710,1,2,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42876,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,569,1,3,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42877,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,619,1,4,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42878,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,675,1,5,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42879,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,696,1,6,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42880,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,597,1,7,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42881,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,572,1,8,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42882,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,545,1,9,518056,900,60
176288,29-09-2019,6360,144.5454545,2168.181818,9.32.00,0.00.00,1,56,Der Raat,2,SUN,13355,1647,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,6360,KHILADI KHEL KA ,42883,13355,Zcn Khiladi Khel Ka (V/Ua-Hindidub)Short,477,1,10,518056,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42235,13202,Zcn Bhagam Bhag (U - Govinda),638,1,1,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42236,13202,Zcn Bhagam Bhag (U - Govinda),853,1,2,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42237,13202,Zcn Bhagam Bhag (U - Govinda),630,1,3,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42238,13202,Zcn Bhagam Bhag (U - Govinda),662,1,4,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42239,13202,Zcn Bhagam Bhag (U - Govinda),764,1,5,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42240,13202,Zcn Bhagam Bhag (U - Govinda),700,1,6,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42241,13202,Zcn Bhagam Bhag (U - Govinda),736,1,7,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42242,13202,Zcn Bhagam Bhag (U - Govinda),632,1,8,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42243,13202,Zcn Bhagam Bhag (U - Govinda),630,1,9,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42244,13202,Zcn Bhagam Bhag (U - Govinda),651,1,10,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42245,13202,Zcn Bhagam Bhag (U - Govinda),787,1,11,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42246,13202,Zcn Bhagam Bhag (U - Govinda),669,1,12,518062,900,60
176283,29-09-2019,9060,205.9090909,3088.636364,8.27.00,10.21.00,1,51,Subah 2,2,SUN,13202,1562,Zcn Bhagam Bhag (U - Govinda),9060,BHAGAM BHAG,42247,13202,Zcn Bhagam Bhag (U - Govinda),703,1,13,518062,900,60
176284,29-09-2019,6540,148.6363636,2229.545455,10.21.00,2.59.00,1,52,Dopahar 1,2,SUN,17806,3836,DUMMY,6540,BADLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30795,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),772,1,1,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30796,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),643,1,2,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30797,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),704,1,3,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30798,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),743,1,4,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30799,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),657,1,5,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30800,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),604,1,6,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30801,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),810,1,7,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30802,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),613,1,8,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30803,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),574,1,9,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30804,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),672,1,10,517393,900,60
176285,29-09-2019,7393,168.0227273,2520.340909,2.59.00,15.00.00,1,53,Dopahar 2,2,SUN,9770,1087,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),7393,BRUCE LEE,30805,9770,ZCN BRUCE LEE (V/UA-SHORTER- RAM CHARAN),601,1,11,517393,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11815,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,733.96,1,1,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11816,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,816.96,1,2,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11817,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,667.96,1,3,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11818,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,754.96,1,4,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11819,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,634.96,1,5,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11820,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,775.96,1,6,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11821,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,670.96,1,7,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11822,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,805.96,1,8,516100,900,60
176286,29-09-2019,7260,165,2475,15.00.00,0.00.00,1,54,Shaam,2,SUN,3518,487,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,7260,MAIN TERA HERO,11823,3518,ZCN MAIN TERA HERO (U/A-EDITED VER)& PIC,618.96,1,9,516100,900,60
