schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,tape_duration_sec,break_sec,promo_sec
62465,7979.0,2305.0,1.0,939.68,420.0,0
62465,7980.0,2305.0,2.0,907.56,420.0,0
62465,7981.0,2305.0,3.0,917.52,0.0,0
62465,7982.0,2305.0,4.0,804.2,0.0,0
62465,7983.0,2305.0,5.0,871.96,420.0,0
62465,7984.0,2305.0,6.0,819.2,420.0,0
62465,7985.0,2305.0,7.0,910.52,343.0,0
62465,7986.0,2305.0,8.0,746.04,343.0,0
62465,7987.0,2305.0,9.0,873.96,0.0,0
62459,39767.0,12593.0,1.0,762.0,196.0,0
62459,39768.0,12593.0,2.0,626.0,420.0,0
62459,39769.0,12593.0,3.0,721.0,420.0,0
62459,39770.0,12593.0,4.0,701.0,0.0,0
62459,39771.0,12593.0,5.0,841.0,420.0,0
62459,39772.0,12593.0,6.0,682.0,420.0,0
62459,39773.0,12593.0,7.0,799.0,0.0,0
62459,39774.0,12593.0,8.0,863.0,0.0,0
62459,39775.0,12593.0,9.0,823.0,210.0,0
62459,39776.0,12593.0,10.0,718.0,210.0,0
62461,36659.0,11820.0,1.0,1001.0,329.0,0
62461,36660.0,11820.0,2.0,859.0,329.0,0
62461,36661.0,11820.0,3.0,800.0,0.0,0
62461,36662.0,11820.0,4.0,684.0,420.0,0
62461,36663.0,11820.0,5.0,823.0,0.0,0
62461,36664.0,11820.0,6.0,600.0,420.0,0
62461,36665.0,11820.0,7.0,898.0,0.0,0
62461,36666.0,11820.0,8.0,743.0,0.0,0
62461,36667.0,11820.0,9.0,368.0,420.0,0
62461,36668.0,11820.0,10.0,418.0,420.0,0
62461,36669.0,11820.0,11.0,696.0,84.00000000000001,0
62462,34568.0,11181.0,1.0,758.0,0.0,0
62462,34569.0,11181.0,2.0,688.0,378.0,0
62462,34570.0,11181.0,3.0,601.0,378.0,0
62462,34571.0,11181.0,4.0,790.0,0.0,0
62462,34572.0,11181.0,5.0,624.0,420.0,0
62462,34573.0,11181.0,6.0,667.0,0.0,0
62462,34574.0,11181.0,7.0,602.0,420.0,0
62462,34575.0,11181.0,8.0,631.0,0.0,0
62462,34578.0,11181.0,11.0,553.0,343.0,0
62462,34576.0,11181.0,9.0,806.0,0.0,0
62462,34577.0,11181.0,10.0,772.0,343.0,0
62463,23928.0,7095.0,1.0,1021.0,0.0,0
62463,23929.0,7095.0,2.0,906.0,420.0,0
62463,23930.0,7095.0,3.0,820.0,420.0,0
62463,23931.0,7095.0,4.0,923.0,0.0,0
62463,23932.0,7095.0,5.0,774.0,0.0,0
62463,23933.0,7095.0,6.0,663.0,420.0,0
62463,23934.0,7095.0,7.0,728.0,420.0,0
62463,23935.0,7095.0,8.0,615.0,420.0,0
62463,23936.0,7095.0,9.0,706.0,420.0,0
62463,23937.0,7095.0,10.0,654.0,0.0,0
62463,23939.0,7095.0,12.0,422.0,0.0,0
62463,23938.0,7095.0,11.0,546.0,154.0,0
62464,12232.0,3634.0,1.0,760.96,420.0,0
62464,12233.0,3634.0,2.0,723.96,0.0,0
62464,12234.0,3634.0,3.0,705.96,420.0,0
62464,12235.0,3634.0,4.0,645.96,420.0,0
62464,12236.0,3634.0,5.0,640.96,0.0,0
62464,12237.0,3634.0,6.0,753.96,0.0,0
62464,12238.0,3634.0,7.0,777.96,420.0,0
62464,12239.0,3634.0,8.0,675.96,420.0,0
62464,12240.0,3634.0,9.0,607.96,0.0,0
62464,12241.0,3634.0,10.0,656.96,0.0,0
62464,12242.0,3634.0,11.0,666.96,420.0,0
62464,12243.0,3634.0,12.0,688.96,0.0,0
62467,30166.0,9557.0,1.0,1251.96,532.0,0
62467,30167.0,9557.0,2.0,1325.84,420.0,0
62467,30168.0,9557.0,3.0,1256.68,420.0,0
62467,30169.0,9557.0,4.0,1400.6,420.0,0
62467,30170.0,9557.0,1.0,1232.64,420.0,0
62467,30171.0,9557.0,2.0,1320.76,0.0,0
62467,30172.0,9557.0,3.0,1073.2,392.0,0
62467,30173.0,9557.0,4.0,983.8,392.0,0
62468,11183.0,3325.0,1.0,708.96,56.0,0
62468,11184.0,3325.0,2.0,620.96,420.0,0
62468,11185.0,3325.0,3.0,716.96,420.0,0
62468,11186.0,3325.0,4.0,831.96,0.0,0
62468,11187.0,3325.0,5.0,666.96,420.0,0
62468,11188.0,3325.0,6.0,631.96,0.0,0
62468,11189.0,3325.0,7.0,653.96,0.0,0
62468,11190.0,3325.0,8.0,683.96,420.0,0
62468,11191.0,3325.0,9.0,564.96,378.0,0
62468,11192.0,3325.0,10.0,689.96,378.0,0
62468,11193.0,3325.0,11.0,635.96,0.0,0
62468,11194.0,3325.0,12.0,774.96,0.0,0
62469,27354.0,8476.0,1.0,896.96,84.0,0
62469,27355.0,8476.0,2.0,912.96,420.0,0
62469,27356.0,8476.0,3.0,707.96,420.0,0
62469,27357.0,8476.0,4.0,1072.96,0.0,0
62469,27358.0,8476.0,5.0,1008.96,420.0,0
62469,27359.0,8476.0,6.0,787.96,420.0,0
62469,27360.0,8476.0,7.0,934.96,0.0,0
62469,27361.0,8476.0,8.0,844.96,420.0,0
62469,27362.0,8476.0,9.0,957.96,420.0,0
62469,27363.0,8476.0,10.0,827.96,0.0,0
62469,27365.0,8476.0,12.0,601.96,266.0,0
62469,27364.0,8476.0,11.0,750.96,266.0,0
62470,7317.0,2077.0,14.0,622.12,308.0,0
62470,7313.0,2077.0,10.0,648.12,0.0,0
62470,7314.0,2077.0,11.0,640.76,420.0,0
62470,7315.0,2077.0,12.0,646.84,0.0,0
62470,7316.0,2077.0,13.0,635.6,420.0,0
62470,7304.0,2077.0,1.0,673.44,0.0,0
62470,7305.0,2077.0,2.0,659.64,0.0,0
62470,7306.0,2077.0,3.0,656.0,420.0,0
62470,7307.0,2077.0,4.0,550.8,420.0,0
62470,7308.0,2077.0,5.0,714.08,0.0,0
62470,7309.0,2077.0,6.0,785.08,0.0,0
62470,7310.0,2077.0,7.0,581.8,420.0,0
62470,7311.0,2077.0,8.0,742.16,420.0,0
62470,7312.0,2077.0,9.0,714.0,0.0,0
62471,15168.0,4488.0,1.0,806.0,420.0,0
62471,15169.0,4488.0,2.0,762.0,0.0,0
62471,15170.0,4488.0,3.0,668.0,420.0,0
62471,15171.0,4488.0,4.0,600.0,0.0,0
62471,15172.0,4488.0,5.0,773.0,0.0,0
62471,15173.0,4488.0,6.0,700.0,420.0,0
62471,15174.0,4488.0,7.0,696.0,420.0,0
62471,15175.0,4488.0,8.0,776.0,0.0,0
62471,15176.0,4488.0,9.0,600.0,0.0,0
62471,15177.0,4488.0,10.0,625.0,406.0,0
62471,15178.0,4488.0,11.0,586.0,0.0,0
62471,15179.0,4488.0,12.0,621.0,406.0,0
62472,23379.0,6927.0,1.0,740.6,420.0,0
62472,23380.0,6927.0,2.0,700.36,0.0,0
62472,23381.0,6927.0,3.0,625.76,420.0,0
62472,23382.0,6927.0,4.0,729.92,0.0,0
62472,23383.0,6927.0,5.0,701.56,0.0,0
62472,23384.0,6927.0,6.0,729.56,420.0,0
62472,23385.0,6927.0,7.0,718.32,0.0,0
62472,23386.0,6927.0,8.0,628.28,420.0,0
62472,23387.0,6927.0,9.0,597.52,420.0,0
62472,23388.0,6927.0,10.0,649.52,0.0,0
62472,23389.0,6927.0,11.0,656.0,420.0,0
62472,23390.0,6927.0,12.0,676.0,0.0,0
62472,23391.0,6927.0,13.0,658.08,139.99999999999997,0
62479,24353.0,7216.0,1.0,612.0,413.0,0
62479,24354.0,7216.0,2.0,609.0,0.0,0
62479,24355.0,7216.0,3.0,750.0,413.0,0
62479,24356.0,7216.0,4.0,805.0,0.0,0
62479,24357.0,7216.0,5.0,765.0,0.0,0
62479,24358.0,7216.0,6.0,670.0,420.0,0
62479,24359.0,7216.0,7.0,714.0,420.0,0
62479,24360.0,7216.0,8.0,711.0,0.0,0
