schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,tape_duration_sec,break_sec,promo_sec
70324,15358.0,4526.0,6.0,791.96,420.0,0
70324,15359.0,4526.0,7.0,710.96,420.0,0
70324,15360.0,4526.0,8.0,740.96,0.0,0
70324,15361.0,4526.0,9.0,853.96,420.0,0
70324,15362.0,4526.0,10.0,651.96,420.0,0
70324,15363.0,4526.0,11.0,761.96,0.0,0
70324,15364.0,4526.0,12.0,771.96,154.0,0
70325,40735.0,12821.0,1.0,863.0,420.0,0
70325,40736.0,12821.0,2.0,593.0,420.0,0
70325,40737.0,12821.0,3.0,628.0,0.0,0
70325,40738.0,12821.0,4.0,756.0,420.0,0
70325,40739.0,12821.0,5.0,802.0,420.0,0
70325,40740.0,12821.0,6.0,621.0,0.0,0
70325,40741.0,12821.0,7.0,546.0,0.0,0
70325,40742.0,12821.0,8.0,690.0,0.0,0
70325,40743.0,12821.0,9.0,627.0,0.0,0
70325,40744.0,12821.0,10.0,703.0,420.0,0
70325,40745.0,12821.0,11.0,770.0,420.0,0
70325,40746.0,12821.0,12.0,733.0,14.0,0
70327,492.0,175.0,1.0,649.0,279.99999999999994,0
70327,493.0,175.0,2.0,731.0,420.0,0
70327,494.0,175.0,3.0,771.0,0.0,0
70327,495.0,175.0,4.0,645.0,0.0,0
70327,496.0,175.0,5.0,675.0,420.0,0
70327,497.0,175.0,6.0,555.0,245.00000000000003,0
70327,498.0,175.0,7.0,627.0,0.0,0
70327,499.0,175.0,8.0,602.0,245.00000000000003,0
70328,38992.0,12415.0,1.0,1056.76,350.00000000000006,0
70328,38993.0,12415.0,2.0,958.64,420.0,0
70328,38994.0,12415.0,3.0,792.56,420.0,0
70328,38995.0,12415.0,4.0,877.44,0.0,0
70328,38996.0,12415.0,1.0,755.84,420.0,0
70328,38997.0,12415.0,2.0,814.6,420.0,0
70328,38998.0,12415.0,3.0,771.64,0.0,0
70328,38999.0,12415.0,4.0,794.44,0.0,0
70328,39000.0,12415.0,1.0,778.56,420.0,0
70328,39001.0,12415.0,2.0,789.6,420.0,0
70328,39002.0,12415.0,3.0,873.12,0.0,0
70328,39003.0,12415.0,4.0,694.44,154.0,0
70329,22344.0,6605.0,1.0,831.24,343.0,0
70329,22345.0,6605.0,2.0,900.76,343.0,0
70329,22346.0,6605.0,3.0,851.36,420.0,0
70329,22347.0,6605.0,4.0,829.88,420.0,0
70329,22348.0,6605.0,5.0,926.28,0.0,0
70329,22349.0,6605.0,6.0,1027.08,343.0,0
70329,22350.0,6605.0,7.0,1080.72,0.0,0
70329,22351.0,6605.0,8.0,833.16,343.0,0
70330,20431.0,6010.0,9.0,568.88,0.0,0
70330,20432.0,6010.0,10.0,586.36,420.0,0
70330,20427.0,6010.0,5.0,692.24,0.0,0
70330,20428.0,6010.0,6.0,635.64,0.0,0
70330,20429.0,6010.0,7.0,633.52,420.0,0
70330,20430.0,6010.0,8.0,567.12,420.0,0
70330,20423.0,6010.0,1.0,766.96,0.0,0
70330,20424.0,6010.0,2.0,763.24,154.0,0
70330,20425.0,6010.0,3.0,613.6,420.0,0
70330,20426.0,6010.0,4.0,642.68,139.99999999999997,0
70332,6820.0,1930.0,1.0,678.0,420.0,0
70332,6821.0,1930.0,2.0,844.0,0.0,0
70332,6822.0,1930.0,3.0,699.0,420.0,0
70332,6823.0,1930.0,4.0,853.0,0.0,0
70332,6824.0,1930.0,5.0,889.0,0.0,0
70332,6825.0,1930.0,6.0,583.0,420.0,0
70332,6826.0,1930.0,7.0,682.0,420.0,0
70332,6827.0,1930.0,8.0,668.0,308.0,0
70332,6828.0,1930.0,9.0,996.0,0.0,0
70332,6829.0,1930.0,10.0,677.0,308.0,0
70333,11583.0,3456.0,1.0,793.0,0.0,0
70333,11584.0,3456.0,2.0,785.0,420.0,0
70333,11585.0,3456.0,3.0,615.0,0.0,0
70333,11586.0,3456.0,4.0,857.0,0.0,0
70333,11587.0,3456.0,5.0,576.0,420.0,0
70333,11588.0,3456.0,6.0,734.0,420.0,0
70333,11589.0,3456.0,7.0,665.0,0.0,0
70333,11590.0,3456.0,8.0,657.0,420.0,0
70333,11591.0,3456.0,9.0,702.0,224.0,0
70333,11592.0,3456.0,10.0,725.0,266.0,0
70334,19000.0,5614.0,1.0,711.96,0.0,0
70334,19001.0,5614.0,2.0,807.96,420.0,0
70334,19002.0,5614.0,3.0,618.96,420.0,0
70334,19003.0,5614.0,4.0,584.96,0.0,0
70334,19004.0,5614.0,5.0,724.96,0.0,0
70334,19005.0,5614.0,6.0,762.96,420.0,0
70334,19006.0,5614.0,7.0,776.96,420.0,0
70334,19007.0,5614.0,8.0,703.96,0.0,0
70334,19008.0,5614.0,9.0,824.96,0.0,0
70334,19009.0,5614.0,10.0,624.96,350.00000000000006,0
70334,19010.0,5614.0,11.0,570.96,350.00000000000006,0
70334,19011.0,5614.0,12.0,764.96,196.0,0
70335,17089.0,5058.0,2.0,1090.4,140.0,0
70335,17090.0,5058.0,3.0,966.56,420.0,0
70335,17084.0,5058.0,1.0,1232.88,420.0,0
70335,17085.0,5058.0,2.0,1148.44,420.0,0
70335,17086.0,5058.0,3.0,1106.12,420.0,0
70335,17087.0,5058.0,4.0,1266.88,308.0,0
70335,17088.0,5058.0,1.0,1158.32,308.0,0
70336,22322.0,6595.0,1.0,696.44,224.0,0
70336,22323.0,6595.0,2.0,759.36,420.0,0
70336,22324.0,6595.0,3.0,617.8,420.0,0
70336,22325.0,6595.0,4.0,605.08,0.0,0
70336,22326.0,6595.0,5.0,605.6,0.0,0
70336,22327.0,6595.0,6.0,667.28,0.0,0
70336,22328.0,6595.0,7.0,763.52,420.0,0
70336,22329.0,6595.0,8.0,670.24,420.0,0
70336,22330.0,6595.0,9.0,644.76,0.0,0
70336,22331.0,6595.0,10.0,611.64,252.0,0
70336,22332.0,6595.0,11.0,613.72,252.0,0
70336,22333.0,6595.0,12.0,681.64,0.0,0
70337,16004.0,4716.0,1.0,840.0,336.00000000000006,0
70337,16005.0,4716.0,2.0,685.0,0.0,0
70337,16006.0,4716.0,3.0,623.0,0.0,0
70337,16007.0,4716.0,4.0,651.0,420.0,0
70337,16008.0,4716.0,5.0,764.0,420.0,0
70337,16009.0,4716.0,6.0,637.0,0.0,0
70337,16010.0,4716.0,7.0,885.0,0.0,0
70337,16011.0,4716.0,8.0,723.0,420.0,0
70337,16012.0,4716.0,9.0,699.0,420.0,0
70337,16013.0,4716.0,10.0,842.0,406.0,0
70337,16014.0,4716.0,11.0,962.0,406.0,0
70337,16015.0,4716.0,12.0,998.0,0.0,0
70339,38175.0,12230.0,1.0,777.16,420.0,0
70339,38176.0,12230.0,2.0,734.0,0.0,0
70339,38177.0,12230.0,3.0,771.64,420.0,0
70339,38178.0,12230.0,4.0,853.92,420.0,0
70339,38179.0,12230.0,5.0,787.04,420.0,0
70339,38180.0,12230.0,6.0,1040.8,0.0,0
70339,38181.0,12230.0,7.0,810.28,0.0,0
70339,38182.0,12230.0,8.0,754.4,293.99999999999994,0
70339,38183.0,12230.0,9.0,959.44,293.99999999999994,0
70340,9922.0,2877.0,1.0,837.0,0.0,0
70340,9923.0,2877.0,2.0,760.0,0.0,0
70340,9924.0,2877.0,3.0,706.0,420.0,0
70340,9925.0,2877.0,4.0,672.0,0.0,0
70340,9926.0,2877.0,5.0,649.0,420.0,0
70340,9927.0,2877.0,6.0,783.0,0.0,0
70340,9928.0,2877.0,7.0,724.0,420.0,0
70340,9929.0,2877.0,8.0,634.0,252.0,0
70340,9930.0,2877.0,9.0,557.0,420.0,0
70340,9931.0,2877.0,10.0,747.0,252.0,0
70340,9932.0,2877.0,11.0,926.0,252.0,0
70347,33058.0,10631.0,1.0,993.68,322.0,0
70347,33059.0,10631.0,2.0,674.72,322.0,0
70347,33060.0,10631.0,3.0,771.28,0.0,0
70347,33061.0,10631.0,4.0,697.28,0.0,0
70347,33062.0,10631.0,5.0,677.0,420.0,0
70347,33063.0,10631.0,6.0,618.76,420.0,0
70347,33064.0,10631.0,7.0,656.8,0.0,0
70347,33065.0,10631.0,1.0,628.12,0.0,0
70347,33066.0,10631.0,2.0,722.44,420.0,0
70347,33067.0,10631.0,3.0,755.0,420.0,0
70347,33068.0,10631.0,4.0,756.08,146.99999999999997,0
70347,33069.0,10631.0,5.0,668.52,146.99999999999997,0
70341,33358.0,10746.0,1.0,684.96,210.0,0
70341,33359.0,10746.0,2.0,649.96,420.0,0
70341,33360.0,10746.0,3.0,591.96,420.0,0
70341,33361.0,10746.0,4.0,588.96,0.0,0
70341,33362.0,10746.0,5.0,737.96,0.0,0
70341,33363.0,10746.0,6.0,684.96,420.0,0
70341,33364.0,10746.0,7.0,629.96,420.0,0
70341,33365.0,10746.0,8.0,820.96,0.0,0
70341,33366.0,10746.0,9.0,786.96,0.0,0
70341,33367.0,10746.0,10.0,903.96,259.0,0
70341,33368.0,10746.0,11.0,840.96,259.0,0
70342,33960.0,10973.0,1.0,673.96,322.0,0
70342,33961.0,10973.0,2.0,550.96,420.0,0
70342,33962.0,10973.0,3.0,570.96,420.0,0
70342,33963.0,10973.0,4.0,659.96,0.0,0
70342,33964.0,10973.0,5.0,742.96,0.0,0
70342,33965.0,10973.0,6.0,619.96,189.0,0
70342,33966.0,10973.0,7.0,586.96,189.0,0
70342,33967.0,10973.0,8.0,632.96,0.0,0
70343,21005.0,6171.0,1.0,843.96,231.00000000000003,0
70343,21006.0,6171.0,2.0,608.96,231.00000000000003,0
70343,21007.0,6171.0,3.0,618.96,420.0,0
70343,21008.0,6171.0,4.0,687.96,420.0,0
70343,21009.0,6171.0,5.0,888.96,0.0,0
70343,21010.0,6171.0,6.0,718.96,420.0,0
70343,21011.0,6171.0,7.0,780.96,0.0,0
70343,21012.0,6171.0,8.0,607.96,420.0,0
70343,21013.0,6171.0,9.0,719.96,0.0,0
70343,21014.0,6171.0,10.0,740.96,0.0,0
70343,21015.0,6171.0,11.0,662.96,252.0,0
70343,21016.0,6171.0,12.0,842.96,252.0,0
70344,918.0,300.0,1.0,776.96,336.00000000000006,0
70344,919.0,300.0,2.0,704.96,0.0,0
70344,920.0,300.0,3.0,631.96,420.0,0
70344,921.0,300.0,4.0,747.96,0.0,0
70344,922.0,300.0,5.0,765.96,420.0,0
70344,923.0,300.0,6.0,664.96,287.0,0
70344,924.0,300.0,7.0,711.96,0.0,0
70344,925.0,300.0,8.0,755.96,287.0,0
70345,19203.0,5668.0,1.0,796.4,266.0,0
70345,19204.0,5668.0,2.0,857.8,0.0,0
70345,19205.0,5668.0,3.0,739.0,420.0,0
70345,19206.0,5668.0,4.0,726.72,420.0,0
70345,19207.0,5668.0,5.0,885.0,0.0,0
70345,19208.0,5668.0,6.0,694.92,420.0,0
70345,19209.0,5668.0,7.0,735.0,420.0,0
70345,19210.0,5668.0,1.0,880.44,0.0,0
70345,19211.0,5668.0,2.0,836.0,0.0,0
70345,19212.0,5668.0,3.0,649.76,420.0,0
70345,19214.0,5668.0,5.0,648.4,420.0,0
70345,19213.0,5668.0,4.0,665.96,0.0,0
70346,17009.0,5034.0,1.0,915.0,420.0,0
70346,17010.0,5034.0,2.0,728.0,0.0,0
70346,17011.0,5034.0,3.0,676.0,420.0,0
70346,17012.0,5034.0,4.0,844.0,420.0,0
70346,17013.0,5034.0,5.0,878.0,0.0,0
70346,17014.0,5034.0,6.0,737.0,0.0,0
70346,17015.0,5034.0,7.0,693.0,420.0,0
70346,17016.0,5034.0,8.0,672.0,0.0,0
70346,17017.0,5034.0,9.0,707.0,0.0,0
70346,17018.0,5034.0,10.0,651.0,420.0,0
70346,17019.0,5034.0,11.0,608.0,420.0,0
70346,17020.0,5034.0,12.0,839.0,196.0,0
70355,35290.0,11410.0,1.0,706.0,398.99999999999994,0
70355,35291.0,11410.0,2.0,632.0,398.99999999999994,0
70355,35292.0,11410.0,3.0,705.0,0.0,0
70355,35293.0,11410.0,4.0,814.0,420.0,0
70355,35294.0,11410.0,5.0,777.0,420.0,0
70355,35295.0,11410.0,6.0,617.0,0.0,0
70355,35296.0,11410.0,7.0,712.0,0.0,0
70355,35297.0,11410.0,8.0,775.0,0.0,0
70355,35298.0,11410.0,9.0,430.0,238.0,0
70356,13171.0,3896.0,1.0,970.16,301.0,0
70356,13172.0,3896.0,2.0,775.0,301.0,0
70356,13173.0,3896.0,3.0,843.76,420.0,0
70356,13174.0,3896.0,4.0,849.48,420.0,0
70356,13175.0,3896.0,5.0,820.4,0.0,0
70356,13176.0,3896.0,6.0,835.64,420.0,0
70356,13177.0,3896.0,7.0,852.88,0.0,0
70356,13178.0,3896.0,8.0,738.44,420.0,0
70356,13179.0,3896.0,9.0,904.88,146.99999999999997,0
