content_tape_id,segment_no,tape_duration_sec,break_sec,promo_sec
16546.0,11.0,570.92,420.0,0
16546.0,12.0,795.76,139.99999999999997,0
8558.0,7.0,906.84,350.00000000000006,0
8558.0,5.0,885.96,350.00000000000006,0
8558.0,6.0,790.08,0.0,0
8558.0,1.0,938.92,420.0,0
8558.0,2.0,887.36,420.0,0
8558.0,3.0,928.0,329.0,0
8558.0,4.0,986.64,329.0,0
8558.0,8.0,900.04,0.0,0
15907.0,10.0,737.0,0.0,0
15907.0,11.0,626.0,420.0,0
15907.0,2.0,907.0,0.0,0
15907.0,3.0,849.0,420.0,0
15907.0,4.0,870.0,0.0,0
15907.0,5.0,733.0,420.0,0
15907.0,6.0,786.0,420.0,0
15907.0,7.0,795.0,0.0,0
15907.0,8.0,566.0,322.0,0
15907.0,9.0,486.0,322.0,0
15907.0,1.0,905.0,182.0,0
7405.0,2.0,688.96,0.0,0
7405.0,3.0,737.96,0.0,0
7405.0,4.0,656.96,420.0,0
7405.0,5.0,762.96,420.0,0
7405.0,6.0,757.96,0.0,0
7405.0,7.0,643.96,420.0,0
7405.0,8.0,654.96,420.0,0
7405.0,9.0,719.96,0.0,0
7405.0,1.0,813.96,420.0,0
7405.0,10.0,780.96,420.0,0
7405.0,11.0,859.96,0.0,0
7405.0,12.0,784.96,196.0,0
1209.0,1.0,803.0,420.0,0
1209.0,2.0,665.0,420.0,0
1209.0,3.0,726.0,0.0,0
1209.0,4.0,680.0,420.0,0
1209.0,5.0,923.0,0.0,0
1209.0,6.0,614.0,420.0,0
1209.0,7.0,599.0,0.0,0
1209.0,8.0,735.0,0.0,0
1209.0,9.0,631.0,0.0,0
1209.0,10.0,609.0,420.0,0
1209.0,11.0,827.0,420.0,0
1209.0,12.0,813.0,98.0,0
16590.0,1.0,483.0,350.00000000000006,0
16590.0,2.0,861.0,0.0,0
16590.0,3.0,688.0,350.00000000000006,0
16590.0,4.0,913.0,0.0,0
16590.0,5.0,754.0,0.0,0
16590.0,6.0,609.0,420.0,0
16590.0,7.0,654.0,420.0,0
16590.0,8.0,855.0,252.0,0
16590.0,9.0,891.0,252.0,0
16581.0,1.0,904.0,420.0,0
16581.0,2.0,858.0,420.0,0
16581.0,3.0,905.0,0.0,0
16581.0,4.0,866.0,0.0,0
16581.0,5.0,803.0,420.0,0
16581.0,6.0,956.0,420.0,0
16581.0,7.0,727.0,266.0,0
16581.0,8.0,730.0,154.0,0
16581.0,9.0,663.0,154.0,0
11719.0,1.0,699.96,266.0,0
11719.0,2.0,682.96,266.0,0
11719.0,3.0,662.96,420.0,0
11719.0,4.0,758.96,420.0,0
11719.0,5.0,733.96,0.0,0
11719.0,6.0,688.96,0.0,0
11719.0,7.0,653.96,0.0,0
11719.0,8.0,684.96,364.0,0
11719.0,9.0,769.96,364.0,0
11719.0,10.0,565.96,0.0,0
12111.0,1.0,888.0,420.0,0
12111.0,2.0,963.0,420.0,0
12111.0,3.0,958.0,0.0,0
12111.0,4.0,912.0,0.0,0
12111.0,5.0,948.0,0.0,0
12111.0,6.0,835.0,420.0,0
12111.0,7.0,379.0,420.0,0
12111.0,8.0,482.0,406.0,0
12111.0,9.0,462.0,0.0,0
12111.0,10.0,689.0,0.0,0
12111.0,11.0,524.0,112.0,0
12111.0,12.0,514.0,406.0,0
9140.0,5.0,671.8,420.0,0
9140.0,6.0,653.32,420.0,0
9140.0,1.0,968.84,0.0,0
9140.0,2.0,1012.04,0.0,0
9140.0,3.0,1049.88,420.0,0
9140.0,4.0,926.72,420.0,0
9140.0,5.0,796.36,0.0,0
9140.0,1.0,612.08,420.0,0
9140.0,2.0,639.48,0.0,0
9140.0,3.0,754.36,420.0,0
9140.0,4.0,680.6,0.0,0
9140.0,7.0,379.04,238.0,0
1142.0,1.0,736.0,301.0,0
1142.0,2.0,790.0,301.0,0
1142.0,3.0,716.0,420.0,0
1142.0,4.0,638.0,420.0,0
1142.0,5.0,655.0,0.0,0
1142.0,6.0,650.0,0.0,0
1142.0,7.0,664.0,420.0,0
1142.0,8.0,625.0,420.0,0
1142.0,9.0,638.0,0.0,0
1142.0,10.0,801.0,0.0,0
1142.0,11.0,561.0,0.0,0
996.0,1.0,867.0,420.0,0
996.0,2.0,811.0,0.0,0
996.0,3.0,932.0,420.0,0
996.0,4.0,893.0,420.0,0
996.0,5.0,1041.0,420.0,0
996.0,6.0,597.0,0.0,0
996.0,7.0,814.0,0.0,0
996.0,8.0,682.0,0.0,0
996.0,9.0,592.0,0.0,0
996.0,10.0,426.0,420.0,0
996.0,11.0,461.0,420.0,0
996.0,12.0,640.0,139.99999999999997,0
11203.0,1.0,889.0,420.0,0
11203.0,2.0,642.0,0.0,0
11203.0,3.0,813.0,420.0,0
11203.0,4.0,795.0,0.0,0
11203.0,5.0,600.0,0.0,0
11203.0,6.0,536.0,420.0,0
11203.0,7.0,543.0,0.0,0
11203.0,8.0,438.0,420.0,0
11203.0,9.0,891.0,273.0,0
11203.0,10.0,516.0,273.0,0
11203.0,11.0,652.0,0.0,0
10157.0,1.0,780.92,420.0,0
10157.0,2.0,834.48,0.0,0
10157.0,3.0,806.72,420.0,0
10157.0,4.0,736.28,420.0,0
10157.0,5.0,819.56,420.0,0
10157.0,6.0,654.2,0.0,0
10157.0,7.0,843.48,0.0,0
10157.0,8.0,818.24,420.0,0
10157.0,9.0,701.24,420.0,0
10157.0,10.0,788.4,0.0,0
10157.0,11.0,572.8,182.0,0
10157.0,12.0,559.16,0.0,0
11932.0,1.0,930.0,0.0,0
11932.0,2.0,867.0,420.0,0
11932.0,3.0,834.0,420.0,0
11932.0,4.0,980.0,0.0,0
11932.0,5.0,1011.0,420.0,0
11932.0,6.0,784.0,420.0,0
11932.0,7.0,985.0,0.0,0
11932.0,8.0,712.0,420.0,0
11932.0,9.0,574.0,42.0,0
11932.0,10.0,585.0,420.0,0
11932.0,11.0,995.0,252.0,0
12950.0,9.0,674.0,293.99999999999994,0
12950.0,10.0,795.0,293.99999999999994,0
12950.0,1.0,1015.0,0.0,0
12950.0,2.0,966.0,420.0,0
12950.0,3.0,722.0,420.0,0
12950.0,4.0,880.0,0.0,0
12950.0,11.0,600.0,420.0,0
12950.0,5.0,844.0,420.0,0
12950.0,6.0,630.0,0.0,0
12950.0,7.0,745.0,175.00000000000003,0
12950.0,8.0,778.0,175.00000000000003,0
1192.0,10.0,644.96,245.00000000000003,0
1192.0,1.0,602.96,245.00000000000003,0
1192.0,2.0,690.96,420.0,0
1192.0,3.0,812.96,0.0,0
1192.0,4.0,681.96,420.0,0
1192.0,5.0,737.96,0.0,0
1192.0,6.0,714.96,420.0,0
1192.0,9.0,794.96,0.0,0
1192.0,7.0,646.96,420.0,0
1192.0,8.0,758.96,0.0,0
3634.0,1.0,760.96,420.0,0
3634.0,2.0,723.96,0.0,0
3634.0,3.0,705.96,420.0,0
3634.0,4.0,645.96,420.0,0
3634.0,5.0,640.96,0.0,0
3634.0,6.0,753.96,0.0,0
3634.0,7.0,777.96,420.0,0
3634.0,8.0,675.96,420.0,0
3634.0,9.0,607.96,0.0,0
3634.0,10.0,656.96,0.0,0
3634.0,11.0,666.96,420.0,0
3634.0,12.0,688.96,0.0,0
11909.0,1.0,890.0,0.0,0
11909.0,2.0,952.0,413.0,0
11909.0,3.0,789.0,413.0,0
11909.0,4.0,793.0,420.0,0
11909.0,5.0,903.0,420.0,0
11909.0,6.0,625.0,0.0,0
11909.0,7.0,613.0,371.0,0
11909.0,8.0,462.0,371.0,0
11909.0,9.0,585.0,0.0,0
11909.0,10.0,657.0,0.0,0
11909.0,11.0,648.0,0.0,0
12821.0,1.0,863.0,420.0,0
12821.0,2.0,593.0,420.0,0
12821.0,3.0,628.0,0.0,0
12821.0,4.0,756.0,0.0,0
12821.0,5.0,802.0,0.0,0
12821.0,6.0,621.0,420.0,0
12821.0,7.0,546.0,420.0,0
12821.0,8.0,690.0,0.0,0
12821.0,9.0,627.0,378.0,0
12821.0,10.0,703.0,0.0,0
12821.0,11.0,770.0,378.0,0
12821.0,12.0,733.0,98.0,0
1570.0,1.0,729.0,420.0,0
1570.0,2.0,954.0,0.0,0
1570.0,3.0,785.0,420.0,0
1570.0,4.0,1109.0,420.0,0
1570.0,5.0,918.0,420.0,0
1570.0,6.0,840.0,0.0,0
1570.0,7.0,706.0,420.0,0
1570.0,8.0,640.0,0.0,0
1570.0,9.0,738.0,84.0,0
1570.0,10.0,794.0,420.0,0
1570.0,11.0,941.0,182.0,0
11947.0,1.0,808.96,329.0,0
11947.0,2.0,661.96,329.0,0
11947.0,3.0,656.96,0.0,0
11947.0,4.0,715.96,0.0,0
11947.0,5.0,633.96,420.0,0
11947.0,6.0,684.96,0.0,0
11947.0,7.0,633.96,420.0,0
11947.0,8.0,703.96,0.0,0
11947.0,9.0,569.96,378.0,0
11947.0,10.0,653.96,0.0,0
11947.0,11.0,647.96,378.0,0
8824.0,1.0,770.96,420.0,0
8824.0,2.0,703.96,0.0,0
8824.0,3.0,756.96,0.0,0
8824.0,4.0,861.96,420.0,0
8824.0,5.0,582.96,420.0,0
8824.0,6.0,709.96,420.0,0
8824.0,7.0,661.96,0.0,0
8824.0,8.0,686.96,0.0,0
8824.0,9.0,932.96,0.0,0
8824.0,10.0,880.96,84.0,0
8824.0,11.0,816.96,420.0,0
8824.0,12.0,187.96,420.0,0
7216.0,1.0,612.0,224.0,0
7216.0,2.0,609.0,0.0,0
7216.0,3.0,750.0,420.0,0
7216.0,4.0,805.0,420.0,0
7216.0,5.0,765.0,0.0,0
7216.0,6.0,670.0,0.0,0
7216.0,7.0,714.0,420.0,0
7216.0,8.0,711.0,420.0,0
7216.0,9.0,812.0,0.0,0
7216.0,10.0,707.0,343.0,0
7216.0,11.0,591.0,343.0,0
7216.0,12.0,770.0,0.0,0
3780.0,8.0,672.0,0.0,0
3780.0,9.0,585.0,301.0,0
3780.0,10.0,519.0,301.0,0
3780.0,11.0,744.0,420.0,0
3780.0,12.0,454.0,420.0,0
3780.0,1.0,918.0,0.0,0
3780.0,2.0,928.0,420.0,0
3780.0,3.0,831.0,0.0,0
3780.0,4.0,906.0,0.0,0
3780.0,5.0,532.0,420.0,0
3780.0,6.0,590.0,133.0,0
3780.0,7.0,689.0,133.0,0
2390.0,1.0,871.0,574.0,0
2390.0,2.0,1195.64,0.0,0
2390.0,3.0,1027.84,420.0,0
2390.0,4.0,933.48,420.0,0
2390.0,5.0,1078.8,420.0,0
2390.0,6.0,963.64,420.0,0
2390.0,7.0,922.92,0.0,0
