schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,tape_duration_sec,Reach,break_sec,Time_hour,Total_Duration,start_sec,End_time,End_hour,start_time_in_time,end_time_in_time,promo_sec
56802,35430,11444,1,588.96,0.88475,420,21,1008.96,75600,76608.96,21,21.00.00,21.16.48,0
56802,35431,11444,2,632.96,0.97425,420,21,1052.96,76608.96,77661.92,21,21.16.48,21.34.21,0
56802,35432,11444,3,657.96,1.0034,0,21,657.96,77661.92,78319.88,21,21.34.21,21.45.19,0
56802,35433,11444,4,598.96,1.16705,0,21,598.96,78319.88,78918.84,21,21.45.19,21.55.18,0
56802,35434,11444,5,654.96,1.3236,420,21,1074.96,78918.84,79993.8,22,21.55.18,22.13.13,0
56802,35435,11444,6,657.96,1.4399,0,22,657.96,79993.8,80651.76,22,22.13.13,22.24.11,0
56802,35436,11444,7,551.96,1.4008,0,22,551.96,80651.76,81203.72,22,22.24.11,22.33.23,0
56802,35437,11444,8,567.96,1.36655,0,22,567.96,81203.72,81771.68,22,22.33.23,22.42.51,0
56802,35438,11444,9,552.96,1.21165,420,22,972.96,81771.68,82744.64,22,22.42.51,22.59.04,0
56802,35439,11444,10,563,1.17045,0,22,563,82744.64,83307.64,23,22.59.04,23.08.27,0
56802,35440,11444,11,667.96,1.06385,252,23,919.96,83307.64,84227.6,23,23.08.27,23.23.47,0
56802,35441,11444,12,525.96,1.1095,252,23,777.96,84227.6,85005.56,23,23.23.47,23.36.45,0
56803,31137,9896,1,702.96,0.71985,336,23,1038.96,84991,86029.96,23,23.36.31,23.53.49,0
56803,31138,9896,2,727.96,0.569,0,23,727.96,86029.96,86757.92,24,23.53.49,0.05.57,0
56803,31139,9896,3,693.96,0.5178,0,24,693.96,86757.92,87451.88,24,0.05.57,0.17.31,0
56803,31140,9896,4,804.96,0.4056,420,24,1224.96,87451.88,88676.84,24,0.17.31,0.37.56,0
56803,31141,9896,5,867.96,0.3687,420,24,1287.96,88676.84,89964.8,24,0.37.56,0.59.24,0
56803,31142,9896,6,642.96,0.4409,0,24,642.96,89964.8,90607.76,25,0.59.24,1.10.07,0
56803,31143,9896,7,823.96,0.38355,420,25,1243.96,90607.76,91851.72,25,1.10.07,1.30.51,0
56803,31144,9896,8,634.96,0.45115,0,25,634.96,91851.72,92486.68,25,1.30.51,1.41.26,0
56803,31145,9896,9,542.96,0.41445,420,25,962.96,92486.68,93449.64,25,1.41.26,1.57.29,0
56803,31146,9896,10,751.96,0.4111,168,25,919.96,93449.64,94369.6,26,1.57.29,2.12.49,0
56806,20565,6052,1,692.96,0.2562,329,8,1021.96,29580,30601.96,8,8.13.00,8.30.01,0
56806,20566,6052,2,764.96,0.27525,329,8,1093.96,30601.96,31695.92,8,8.30.01,8.48.15,0
56806,20567,6052,3,800.96,0.36315,420,8,1220.96,31695.92,32916.88,9,8.48.15,9.08.36,0
56806,20568,6052,4,750.96,0.326,420,9,1170.96,32916.88,34087.84,9,9.08.36,9.28.07,0
56806,20569,6052,5,781.96,0.4042,0,9,781.96,34087.84,34869.8,9,9.28.07,9.41.09,0
56806,20570,6052,6,666.96,0.48595,0,9,666.96,34869.8,35536.76,9,9.41.09,9.52.16,0
56806,20571,6052,7,747.96,0.47185,420,9,1167.96,35536.76,36704.72,10,9.52.16,10.11.44,0
56806,20572,6052,8,733.96,0.60225,0,10,733.96,36704.72,37438.68,10,10.11.44,10.23.58,0
56806,20573,6052,9,778.96,0.5589,420,10,1198.96,37438.68,38637.64,10,10.23.58,10.43.57,0
56806,20574,6052,10,649.96,0.5999,0,10,649.96,38637.64,39287.6,10,10.43.57,10.54.47,0
56806,20575,6052,11,758.96,0.7278,0,10,758.96,39287.6,40046.56,11,10.54.47,11.07.26,0
56806,20576,6052,12,177.96,0.3125,182,11,359.96,40046.56,40406.52,11,11.07.26,11.13.26,0
56807,26159,7881,1,1191.96,1.5619,658,11,1849.96,40380,42229.96,11,11.13.00,11.43.49,0
56807,26160,7881,2,990.96,1.4249,420,11,1410.96,42229.96,43640.92,12,11.43.49,12.07.20,0
56807,26161,7881,3,1327.96,2.06305,0,12,1327.96,43640.92,44968.88,12,12.07.20,12.29.28,0
56807,26162,7881,4,690.96,1.80445,420,12,1110.96,44968.88,46079.84,12,12.29.28,12.47.59,0
56807,26163,7881,5,832.96,2.1452,420,12,1252.96,46079.84,47332.8,13,12.47.59,13.08.52,0
56807,26164,7881,6,853.96,2.31675,0,13,853.96,47332.8,48186.76,13,13.08.52,13.23.06,0
56807,26165,7881,7,881.96,2.0498,420,13,1301.96,48186.76,49488.72,13,13.23.06,13.44.48,0
56807,26166,7881,8,826.96,2.16115,0,13,826.96,49488.72,50315.68,13,13.44.48,13.58.35,0
56807,26167,7881,9,922.96,2.1463,371,13,1293.96,50315.68,51609.64,14,13.58.35,14.20.09,0
56807,26168,7881,10,910.96,1.76905,371,14,1281.96,51609.64,52891.6,14,14.20.09,14.41.31,0
56807,26169,7881,11,719.96,2.40855,0,14,719.96,52891.6,53611.56,14,14.41.31,14.53.31,0
56808,54140,16555,12,669,1.95655,0,14,669,53621,54290,15,14.53.41,15.04.50,0
56808,54139,16555,11,500,2.98165,0,15,500,54290,54790,15,15.04.50,15.13.10,0
56808,54138,16555,10,810,1.79685,420,15,1230,54790,56020,15,15.13.10,15.33.40,0
56808,54137,16555,9,535,1.3098,0,15,535,56020,56555,15,15.33.40,15.42.35,0
56808,54136,16555,8,615,1.0938,420,15,1035,56555,57590,15,15.42.35,15.59.50,0
56808,54131,16555,3,725,1.1275,0,15,725,57590,58315,16,15.59.50,16.11.55,0
56808,54130,16555,2,868,1.1653,420,16,1288,58315,59603,16,16.11.55,16.33.23,0
56808,54135,16555,7,695,0.92145,420,16,1115,59603,60718,16,16.33.23,16.51.58,0
56808,54134,16555,6,717,0.87885,420,16,1137,60718,61855,17,16.51.58,17.10.55,0
56808,54133,16555,5,639,1.02735,420,17,1059,61855,62914,17,17.10.55,17.28.34,0
56808,54132,16555,4,876,1.0468,0,17,876,62914,63790,17,17.28.34,17.43.10,0
56808,54129,16555,1,931,1.08285,98,17,1029,63790,64819,18,17.43.10,18.00.19,0
56809,23527,6963,1,1005.96,0.8037,0,18,1005.96,64812,65817.96,18,18.00.12,18.16.57,0
56809,23528,6963,2,656.96,0.62085,420,18,1076.96,65817.96,66894.92,18,18.16.57,18.34.54,0
56809,23529,6963,3,671.96,0.63385,420,18,1091.96,66894.92,67986.88,18,18.34.54,18.53.06,0
56809,23530,6963,4,685.96,0.5958,420,18,1105.96,67986.88,69092.84,19,18.53.06,19.11.32,0
56809,23531,6963,5,792.96,0.65445,420,19,1212.96,69092.84,70305.8,19,19.11.32,19.31.45,0
56809,23532,6963,6,702.96,0.6688,0,19,702.96,70305.8,71008.76,19,19.31.45,19.43.28,0
56809,23533,6963,7,926.96,1.1459,0,19,926.96,71008.76,71935.72,19,19.43.28,19.58.55,0
56809,23534,6963,8,678.96,0.69555,420,19,1098.96,71935.72,73034.68,20,19.58.55,20.17.14,0
56809,23535,6963,9,630.96,0.6453,420,20,1050.96,73034.68,74085.64,20,20.17.14,20.34.45,0
56809,23536,6963,10,732.96,0.73935,0,20,732.96,74085.64,74818.6,20,20.34.45,20.46.58,0
56809,23537,6963,11,784.96,0.95765,0,20,784.96,74818.6,75603.56,21,20.46.58,21.00.03,0
56810,11183,3325,1,708.96,0.91525,420,21,1128.96,75600,76728.96,21,21.00.00,21.18.48,0
56810,11184,3325,2,620.96,1.03005,0,21,620.96,76728.96,77349.92,21,21.18.48,21.29.09,0
56810,11185,3325,3,716.96,1.0116,420,21,1136.96,77349.92,78486.88,21,21.29.09,21.48.06,0
56810,11186,3325,4,831.96,1.14055,420,21,1251.96,78486.88,79738.84,22,21.48.06,22.08.58,0
56810,11187,3325,5,666.96,1.355,0,22,666.96,79738.84,80405.8,22,22.08.58,22.20.05,0
56810,11188,3325,6,631.96,1.42655,0,22,631.96,80405.8,81037.76,22,22.20.05,22.30.37,0
56810,11189,3325,7,653.96,1.3209,0,22,653.96,81037.76,81691.72,22,22.30.37,22.41.31,0
56810,11190,3325,8,683.96,1.0408,420,22,1103.96,81691.72,82795.68,22,22.41.31,22.59.55,0
56810,11191,3325,9,564.96,1.17805,0,22,564.96,82795.68,83360.64,23,22.59.55,23.09.20,0
56810,11192,3325,10,689.96,0.9825,0,23,689.96,83360.64,84050.6,23,23.09.20,23.20.50,0
56810,11193,3325,11,635.96,0.9688,399,23,1034.96,84050.6,85085.56,23,23.20.50,23.38.05,0
56810,11194,3325,12,774.96,0.83255,399,23,1173.96,85085.56,86259.52,23,23.38.05,23.57.39,0
56811,2924,823,1,614,0.3459,420,23,1034,86271,87305,24,23.57.51,0.15.05,0
56811,2925,823,2,772,0.4005,0,24,772,87305,88077,24,0.15.05,0.27.57,0
56811,2926,823,3,729,0.38515,0,24,729,88077,88806,24,0.27.57,0.40.06,0
56811,2927,823,4,731,0.38275,420,24,1151,88806,89957,24,0.40.06,0.59.17,0
56811,2928,823,5,544,0.32155,420,24,964,89957,90921,25,0.59.17,1.15.21,0
56811,2929,823,6,555,0.3127,420,25,975,90921,91896,25,1.15.21,1.31.36,0
56811,2930,823,7,776,0.39455,0,25,776,91896,92672,25,1.31.36,1.44.32,0
56811,2931,823,8,578,0.3306,42,25,620,92672,93292,25,1.44.32,1.54.52,0
56811,2932,823,9,680,0.41865,161,25,841,93292,94133,26,1.54.52,2.08.53,0
56811,2933,823,10,730,0.38515,161,26,891,94133,95024,26,2.08.53,2.23.44,0
56813,13171,3896,1,970.16,0.0662,420,5,1390.16,20511,21901.16,6,5.41.51,6.05.01,0
56813,13172,3896,2,775,0.069,0,6,775,21901.16,22676.16,6,6.05.01,6.17.56,0
56813,13173,3896,3,843.76,0.0684,0,6,843.76,22676.16,23519.92,6,6.17.56,6.31.59,0
56813,13174,3896,4,849.48,0.06825,420,6,1269.48,23519.92,24789.4,6,6.31.59,6.53.09,0
56813,13175,3896,5,820.4,0.0673,420,6,1240.4,24789.4,26029.8,7,6.53.09,7.13.49,0
56813,13176,3896,6,835.64,0.0685,420,7,1255.64,26029.8,27285.44,7,7.13.49,7.34.45,0
56813,13177,3896,7,852.88,0.1288,0,7,852.88,27285.44,28138.32,7,7.34.45,7.48.58,0
56813,13178,3896,8,738.44,0.1036,315,7,1053.44,28138.32,29191.76,8,7.48.58,8.06.31,0
56813,13179,3896,9,904.88,0.1243,315,8,1219.88,29191.76,30411.64,8,8.06.31,8.26.51,0
56813,13180,3896,10,837.48,0.1504,266,8,1103.48,30411.64,31515.12,8,8.26.51,8.45.15,0
56815,14093,4162,1,742,0.7729,224,11,966,41286,42252,11,11.28.06,11.44.12,0
56815,14094,4162,2,709,0.8363,224,11,933,42252,43185,11,11.44.12,11.59.45,0
56815,14095,4162,3,713,0.81005,420,11,1133,43185,44318,12,11.59.45,12.18.38,0
56815,14096,4162,4,867,0.8746,420,12,1287,44318,45605,12,12.18.38,12.40.05,0
56815,14097,4162,5,636,0.8883,0,12,636,45605,46241,12,12.40.05,12.50.41,0
56815,14098,4162,6,662,0.89455,420,12,1082,46241,47323,13,12.50.41,13.08.43,0
56815,14099,4162,7,793,1.0532,0,13,793,47323,48116,13,13.08.43,13.21.56,0
56815,14100,4162,8,806,0.80915,420,13,1226,48116,49342,13,13.21.56,13.42.22,0
56815,14101,4162,9,970,1.12965,0,13,970,49342,50312,13,13.42.22,13.58.32,0
56815,14102,4162,10,838,1.0434,231,13,1069,50312,51381,14,13.58.32,14.16.21,0
56815,14103,4162,11,805,1.19045,231,14,1036,51381,52417,14,14.16.21,14.33.37,0
56816,27354,8476,1,896.96,1.4184,378,14,1274.96,52426,53700.96,14,14.33.46,14.55.00,0
56816,27355,8476,2,912.96,1.2186,420,14,1332.96,53700.96,55033.92,15,14.55.00,15.17.13,0
56816,27357,8476,4,1072.96,1.29285,0,15,1072.96,55033.92,56106.88,15,15.17.13,15.35.06,0
56816,27356,8476,3,707.96,0.89115,420,15,1127.96,56106.88,57234.84,15,15.35.06,15.53.54,0
56816,27361,8476,8,844.96,0.81115,420,15,1264.96,57234.84,58499.8,16,15.53.54,16.14.59,0
56816,27360,8476,7,934.96,0.8875,0,16,934.96,58499.8,59434.76,16,16.14.59,16.30.34,0
56816,27359,8476,6,787.96,0.67285,420,16,1207.96,59434.76,60642.72,16,16.30.34,16.50.42,0
56816,27358,8476,5,1008.96,0.85685,0,16,1008.96,60642.72,61651.68,17,16.50.42,17.07.31,0
56816,27365,8476,12,601.96,0.48235,420,17,1021.96,61651.68,62673.64,17,17.07.31,17.24.33,0
56816,27364,8476,11,750.96,0.71085,0,17,750.96,62673.64,63424.6,17,17.24.33,17.37.04,0
56816,27363,8476,10,827.96,0.6258,420,17,1247.96,63424.6,64672.56,17,17.37.04,17.57.52,0
56816,27362,8476,9,957.96,0.8174,238,17,1195.96,64672.56,65868.52,18,17.57.52,18.17.48,0
56817,6161,1755,1,835.84,0.55625,301,18,1136.84,65869,67005.84,18,18.17.49,18.36.45,0
56817,6162,1755,2,949.4,0.5534,301,18,1250.4,67005.84,68256.24,18,18.36.45,18.57.36,0
56817,6163,1755,3,869,0.5261,420,18,1289,68256.24,69545.24,19,18.57.36,19.19.05,0
56817,6164,1755,4,785.44,0.4662,420,19,1205.44,69545.24,70750.68,19,19.19.05,19.39.10,0
56817,6165,1755,5,860.28,0.5462,0,19,860.28,70750.68,71610.96,19,19.39.10,19.53.30,0
56817,6166,1755,6,749.08,0.5799,420,19,1169.08,71610.96,72780.04,20,19.53.30,20.13.00,0
56817,6167,1755,7,734.76,0.6435,420,20,1154.76,72780.04,73934.8,20,20.13.00,20.32.14,0
56817,6168,1755,8,872.04,0.7501,0,20,872.04,73934.8,74806.84,20,20.32.14,20.46.46,0
56817,6169,1755,9,804.72,0.8133,0,20,804.72,74806.84,75611.56,21,20.46.46,21.00.11,0
56819,40180,12679,1,880,0.5856,0,23,880,85460,86340,23,23.44.20,23.59.00,0
56819,40181,12679,2,728,0.32,420,23,1148,86340,87488,24,23.59.00,0.18.08,0
56819,40182,12679,3,702,0.3359,0,24,702,87488,88190,24,0.18.08,0.29.50,0
56819,40183,12679,4,750,0.33465,0,24,750,88190,88940,24,0.29.50,0.42.20,0
56819,40184,12679,5,511,0.28035,420,24,931,88940,89871,24,0.42.20,0.57.51,0
56819,40185,12679,6,565,0.29165,364,24,929,89871,90800,25,0.57.51,1.13.20,0
56819,40186,12679,7,457,0.30355,364,25,821,90800,91621,25,1.13.20,1.27.01,0
56819,40187,12679,8,664,0.31795,0,25,664,91621,92285,25,1.27.01,1.38.05,0
56819,40188,12679,9,616,0.3192,224,25,840,92285,93125,25,1.38.05,1.52.05,0
56821,42259,13213,1,824,0.06525,490,5,1314,19538,20852,5,5.25.38,5.47.32,0
56821,42260,13213,2,1044,0.06745,0,5,1044,20852,21896,6,5.47.32,6.04.56,0
56821,42261,13213,3,794,0.0639,420,6,1214,21896,23110,6,6.04.56,6.25.10,0
56821,42262,13213,4,793,0.063,420,6,1213,23110,24323,6,6.25.10,6.45.23,0
56821,42263,13213,5,715,0.06945,0,6,715,24323,25038,6,6.45.23,6.57.18,0
56821,42264,13213,6,684,0.0694,0,6,684,25038,25722,7,6.57.18,7.08.42,0
56821,42265,13213,7,800,0.06405,420,7,1220,25722,26942,7,7.08.42,7.29.02,0
56821,42266,13213,8,543,0.0684,0,7,543,26942,27485,7,7.29.02,7.38.05,0
56821,42267,13213,9,459,0.06225,420,7,879,27485,28364,7,7.38.05,7.52.44,0
56821,42268,13213,10,819,0.12155,140,7,959,28364,29323,8,7.52.44,8.08.43,0
56821,42269,13213,11,565,0.0836,140,8,705,29323,30028,8,8.08.43,8.20.28,0
56822,27591,8544,1,686.96,0.2472,280,8,966.96,30024,30990.96,8,8.20.24,8.36.30,0
56822,27592,8544,2,703.96,0.24065,280,8,983.96,30990.96,31974.92,8,8.36.30,8.52.54,0
56822,27593,8544,3,742.96,0.32725,420,8,1162.96,31974.92,33137.88,9,8.52.54,9.12.17,0
56822,27594,8544,4,717.96,0.27915,420,9,1137.96,33137.88,34275.84,9,9.12.17,9.31.15,0
56822,27595,8544,5,850.96,0.39585,0,9,850.96,34275.84,35126.8,9,9.31.15,9.45.26,0
56822,27596,8544,6,781.96,0.45835,0,9,781.96,35126.8,35908.76,9,9.45.26,9.58.28,0
56822,27597,8544,7,708.96,0.4437,420,9,1128.96,35908.76,37037.72,10,9.58.28,10.17.17,0
56822,27598,8544,8,906.96,0.4392,420,10,1326.96,37037.72,38364.68,10,10.17.17,10.39.24,0
56822,27599,8544,9,836.96,0.5075,0,10,836.96,38364.68,39201.64,10,10.39.24,10.53.21,0
56822,27600,8544,10,654.96,0.6406,0,10,654.96,39201.64,39856.6,11,10.53.21,11.04.16,0
56822,27601,8544,11,983.96,0.6113,0,11,983.96,39856.6,40840.56,11,11.04.16,11.20.40,0
56822,27602,8544,12,540.96,0.55315,406,11,946.96,40840.56,41787.52,11,11.20.40,11.36.27,0
56822,27603,8544,13,928.96,0.56825,406,11,1334.96,41787.52,43122.48,11,11.36.27,11.58.42,0
56823,11864,3530,1,677,0.86455,420,11,1097,43128,44225,12,11.58.48,12.17.05,0
56823,11865,3530,2,626,0.72065,420,12,1046,44225,45271,12,12.17.05,12.34.31,0
56823,11866,3530,3,722,0.89235,0,12,722,45271,45993,12,12.34.31,12.46.33,0
56823,11867,3530,4,655,0.8784,0,12,655,45993,46648,12,12.46.33,12.57.28,0
56823,11868,3530,5,681,0.9376,420,12,1101,46648,47749,13,12.57.28,13.15.49,0
56823,11869,3530,6,626,0.71785,420,13,1046,47749,48795,13,13.15.49,13.33.15,0
56823,11870,3530,7,794,1.04235,0,13,794,48795,49589,13,13.33.15,13.46.29,0
56823,11871,3530,8,923,1.06155,308,13,1231,49589,50820,14,13.46.29,14.07.00,0
56823,11872,3530,9,670,1.0815,0,14,670,50820,51490,14,14.07.00,14.18.10,0
56823,11873,3530,10,638,1.23725,0,14,638,51490,52128,14,14.18.10,14.28.48,0
56823,11874,3530,11,630,1.04895,308,14,938,52128,53066,14,14.28.48,14.44.26,0
56824,50133,15913,9,773,1.35825,0,14,773,53095,53868,14,14.44.55,14.57.48,0
56824,50132,15913,8,773,0.9486,0,14,773,53868,54641,15,14.57.48,15.10.41,0
56824,50131,15913,7,399,0.7112,420,15,819,54641,55460,15,15.10.41,15.24.20,0
56824,50130,15913,6,432,0.77925,420,15,852,55460,56312,15,15.24.20,15.38.32,0
56824,50125,15913,1,1016,0.94185,0,15,1016,56312,57328,15,15.38.32,15.55.28,0
56824,50129,15913,5,729,0.899,420,15,1149,57328,58477,16,15.55.28,16.14.37,0
56824,50128,15913,4,1327,0.90385,0,16,1327,58477,59804,16,16.14.37,16.36.44,0
56824,50127,15913,3,828,0.6459,420,16,1248,59804,61052,16,16.36.44,16.57.32,0
56824,50126,15913,2,1131,0.8706,224,16,1355,61052,62407,17,16.57.32,17.20.07,0
56824,50135,15913,11,811,0.69685,378,17,1189,62407,63596,17,17.20.07,17.39.56,0
56824,50134,15913,10,467,0.5044,378,17,845,63596,64441,17,17.39.56,17.54.01,0
56825,28272,8824,1,770.96,0.4198,420,17,1190.96,64442,65632.96,18,17.54.02,18.13.52,0
56825,28273,8824,2,703.96,0.4618,0,18,703.96,65632.96,66336.92,18,18.13.52,18.25.36,0
56825,28274,8824,3,756.96,0.4192,420,18,1176.96,66336.92,67513.88,18,18.25.36,18.45.13,0
56825,28275,8824,4,861.96,0.4478,0,18,861.96,67513.88,68375.84,18,18.45.13,18.59.35,0
56825,28276,8824,5,582.96,0.4397,420,18,1002.96,68375.84,69378.8,19,18.59.35,19.16.18,0
56825,28277,8824,6,709.96,0.4388,420,19,1129.96,69378.8,70508.76,19,19.16.18,19.35.08,0
56825,28278,8824,7,661.96,0.49615,0,19,661.96,70508.76,71170.72,19,19.35.08,19.46.10,0
56825,28279,8824,8,686.96,0.58295,0,19,686.96,71170.72,71857.68,19,19.46.10,19.57.37,0
56825,28280,8824,9,932.96,0.79355,0,19,932.96,71857.68,72790.64,20,19.57.37,20.13.10,0
56825,28281,8824,10,880.96,0.81845,84,20,964.96,72790.64,73755.6,20,20.13.10,20.29.15,0
56825,28282,8824,11,816.96,0.76635,420,20,1236.96,73755.6,74992.56,20,20.29.15,20.49.52,0
56825,28283,8824,12,187.96,0.49191,420,20,607.96,74992.56,75600.52,21,20.49.52,21.00.00,0
56826,40072,12665,1,1075,1.22625,420,21,1495,75600,77095,21,21.00.00,21.24.55,0
56826,40073,12665,2,850,1.29815,0,21,850,77095,77945,21,21.24.55,21.39.05,0
56826,40074,12665,3,764,1.0835,420,21,1184,77945,79129,21,21.39.05,21.58.49,0
56826,40075,12665,4,775,1.3356,420,21,1195,79129,80324,22,21.58.49,22.18.44,0
56826,40076,12665,5,899,1.43295,0,22,899,80324,81223,22,22.18.44,22.33.43,0
56826,40077,12665,6,900,1.5019,420,22,1320,81223,82543,22,22.33.43,22.55.43,0
56826,40078,12665,7,626,1.2287,0,22,626,82543,83169,23,22.55.43,23.06.09,0
56826,40079,12665,8,516,1.2032,315,23,831,83169,84000,23,23.06.09,23.20.00,0
56826,40080,12665,9,481,1.3065,0,23,481,84000,84481,23,23.20.00,23.28.01,0
56826,40081,12665,10,717,0.9635,315,23,1032,84481,85513,23,23.28.01,23.45.13,0
56827,33809,10912,1,622,0.72715,210,23,832,85516,86348,23,23.45.16,23.59.08,0
56827,33810,10912,2,688,0.6582,0,23,688,86348,87036,24,23.59.08,0.10.36,0
56827,33811,10912,3,763,0.31745,420,24,1183,87036,88219,24,0.10.36,0.30.19,0
56827,33812,10912,4,701,0.31315,420,24,1121,88219,89340,24,0.30.19,0.49.00,0
56827,33813,10912,5,941,0.48495,0,24,941,89340,90281,25,0.49.00,1.04.41,0
56827,33814,10912,6,612,0.30525,315,25,927,90281,91208,25,1.04.41,1.20.08,0
56827,33815,10912,7,575,0.2962,315,25,890,91208,92098,25,1.20.08,1.34.58,0
56827,33816,10912,8,601,0.30595,0,25,601,92098,92699,25,1.34.58,1.44.59,0
56835,41741,13097,1,624,0.29435,399,0,1023,234,1257,0,0.03.54,0.20.57,0
56835,41742,13097,2,635,0.2927,0,0,635,1257,1892,0,0.20.57,0.31.32,0
56835,41743,13097,3,620,0.3056,399,0,1019,1892,2911,0,0.31.32,0.48.31,0
56835,41744,13097,4,700,0.2856,0,0,700,2911,3611,1,0.48.31,1.00.11,0
56835,41745,13097,5,727,0.27175,0,1,727,3611,4338,1,1.00.11,1.12.18,0
56835,41746,13097,6,710,0.2816,420,1,1130,4338,5468,1,1.12.18,1.31.08,0
56835,41747,13097,7,685,0.0722,420,1,1105,5468,6573,1,1.31.08,1.49.33,0
56835,41748,13097,8,705,0.0717,14,1,719,6573,7292,2,1.49.33,2.01.32,0
56829,7129,2035,1,824,0.14235,420,7,1244,28667,29911,8,7.57.47,8.18.31,0
56829,7130,2035,2,730,0.2281,420,8,1150,29911,31061,8,8.18.31,8.37.41,0
56829,7131,2035,3,721,0.2853,0,8,721,31061,31782,8,8.37.41,8.49.42,0
56829,7132,2035,4,750,0.2813,420,8,1170,31782,32952,9,8.49.42,9.09.12,0
56829,7133,2035,5,755,0.3017,420,9,1175,32952,34127,9,9.09.12,9.28.47,0
56829,7134,2035,6,695,0.4268,0,9,695,34127,34822,9,9.28.47,9.40.22,0
56829,7135,2035,7,725,0.365,0,9,725,34822,35547,9,9.40.22,9.52.27,0
56829,7136,2035,8,798,0.4245,301,9,1099,35547,36646,10,9.52.27,10.10.46,0
56829,7137,2035,9,785,0.4765,42,10,827,36646,37473,10,10.10.46,10.24.33,0
56829,7138,2035,10,830,0.4465,301,10,1131,37473,38604,10,10.24.33,10.43.24,0
56830,46481,14610,1,699.96,0.51265,238,10,937.96,38597,39534.96,10,10.43.17,10.58.54,0
56830,46482,14610,2,771.96,0.4653,420,10,1191.96,39534.96,40726.92,11,10.58.54,11.18.46,0
56830,46483,14610,3,851.96,0.70195,0,11,851.96,40726.92,41578.88,11,11.18.46,11.32.58,0
56830,46484,14610,4,720.96,0.70215,420,11,1140.96,41578.88,42719.84,11,11.32.58,11.51.59,0
56830,46485,14610,5,678.96,0.67165,420,11,1098.96,42719.84,43818.8,12,11.51.59,12.10.18,0
56830,46486,14610,6,714.96,0.69335,420,12,1134.96,43818.8,44953.76,12,12.10.18,12.29.13,0
56830,46487,14610,7,921.96,0.84645,0,12,921.96,44953.76,45875.72,12,12.29.13,12.44.35,0
56830,46488,14610,8,720.96,0.87265,0,12,720.96,45875.72,46596.68,12,12.44.35,12.56.36,0
56830,46489,14610,9,856.96,0.83405,196,12,1052.96,46596.68,47649.64,13,12.56.36,13.14.09,0
56831,20973,6165,10,890,1.1559,322,13,1212,47647,48859,13,13.14.07,13.34.19,0
56831,20972,6165,9,805,1.08755,322,13,1127,48859,49986,13,13.34.19,13.53.06,0
56831,20971,6165,8,953,1.1588,420,13,1373,49986,51359,14,13.53.06,14.15.59,0
56831,20970,6165,7,933,1.19295,0,14,933,51359,52292,14,14.15.59,14.31.32,0
56831,20969,6165,6,735,1.1877,420,14,1155,52292,53447,14,14.31.32,14.50.47,0
56831,20964,6165,1,960,1.3368,0,14,960,53447,54407,15,14.50.47,15.06.47,0
56831,20968,6165,5,631,1.12625,0,15,631,54407,55038,15,15.06.47,15.17.18,0
56831,20967,6165,4,754,1.0661,420,15,1174,55038,56212,15,15.17.18,15.36.52,0
56831,20966,6165,3,732,0.99135,420,15,1152,56212,57364,15,15.36.52,15.56.04,0
56831,20965,6165,2,564,0.85505,98,15,662,57364,58026,16,15.56.04,16.07.06,0
56832,27611,8558,8,900.04,0.76865,371,16,1271.04,58055,59326.04,16,16.07.35,16.28.46,0
56832,27610,8558,7,906.84,0.7097,371,16,1277.84,59326.04,60603.88,16,16.28.46,16.50.03,0
56832,27609,8558,6,790.08,0.6831,420,16,1210.08,60603.88,61813.96,17,16.50.03,17.10.13,0
56832,27608,8558,5,885.96,0.7095,420,17,1305.96,61813.96,63119.92,17,17.10.13,17.31.59,0
56832,27607,8558,4,986.64,0.82435,0,17,986.64,63119.92,64106.56,17,17.31.59,17.48.26,0
56832,27606,8558,3,928,0.77175,0,17,928,64106.56,65034.56,18,17.48.26,18.03.54,0
56832,27605,8558,2,887.36,0.7055,308,18,1195.36,65034.56,66229.92,18,18.03.54,18.23.49,0
56832,27604,8558,1,938.92,0.53325,308,18,1246.92,66229.92,67476.84,18,18.23.49,18.44.36,0
56833,32878,10564,1,587.96,0.45995,224,18,811.96,67477,68288.96,18,18.44.37,18.58.08,0
56833,32879,10564,2,630.96,0.454,420,18,1050.96,68288.96,69339.92,19,18.58.08,19.15.39,0
56833,32880,10564,3,635.96,0.49495,420,19,1055.96,69339.92,70395.88,19,19.15.39,19.33.15,0
56833,32881,10564,4,551.96,0.5963,0,19,551.96,70395.88,70947.84,19,19.33.15,19.42.27,0
56833,32882,10564,5,708.96,0.5086,0,19,708.96,70947.84,71656.8,19,19.42.27,19.54.16,0
56833,32883,10564,6,765.96,0.73445,420,19,1185.96,71656.8,72842.76,20,19.54.16,20.14.02,0
56833,32884,10564,7,868.96,0.8173,0,20,868.96,72842.76,73711.72,20,20.14.02,20.28.31,0
56833,32885,10564,8,625.96,0.49965,420,20,1045.96,73711.72,74757.68,20,20.28.31,20.45.57,0
56833,32886,10564,9,850.96,0.95635,0,20,850.96,74757.68,75608.64,21,20.45.57,21.00.08,0
56834,2903,820,1,823,0.99965,420,21,1243,75600,76843,21,21.00.00,21.20.43,0
56834,2904,820,2,734,1.04855,0,21,734,76843,77577,21,21.20.43,21.32.57,0
56834,2905,820,3,802,0.869,420,21,1222,77577,78799,21,21.32.57,21.53.19,0
