air_date,schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,segment_duration_sec,Reach,slot_id,AD_DURATION,PROMO_DURATION,ad_duration_sec,Time_hour,Total_Duration,start_sec,End_time,End_hour,start_time_in_time,end_time_in_time,promo_duration_sec
2019-08-31,143592,51761.0,16237.0,1.0,596.0,0.0647,98,840.0,60.0,150.0,6.0,746.0,24631.0,25377.0,7.0,06:50:31,07:02:57,0
2019-08-31,143592,51762.0,16237.0,2.0,650.0,0.06794999999999997,98,840.0,60.0,450.0,7.0,1100.0,25377.0,26477.0,7.0,07:02:57,07:21:17,0
2019-08-31,143592,51763.0,16237.0,3.0,643.0,0.08015,98,840.0,60.0,450.0,7.0,1093.0,26477.0,27570.0,7.0,07:21:17,07:39:30,0
2019-08-31,143592,51764.0,16237.0,4.0,675.0,0.0911500000000001,98,840.0,60.0,0.0,7.0,675.0,27570.0,28245.0,7.0,07:39:30,07:50:45,0
2019-08-31,143592,51765.0,16237.0,5.0,670.0,0.08204999999999998,98,840.0,60.0,0.0,7.0,670.0,28245.0,28915.0,8.0,07:50:45,08:01:55,0
2019-08-31,143592,51766.0,16237.0,6.0,564.0,0.10804999999999994,98,840.0,60.0,350.0,8.0,914.0,28915.0,29829.0,8.0,08:01:55,08:17:09,0
2019-08-31,143592,51767.0,16237.0,7.0,760.0,0.17400000000000027,98,840.0,60.0,350.0,8.0,1110.0,29829.0,30939.0,8.0,08:17:09,08:35:39,0
2019-08-31,143592,51768.0,16237.0,8.0,751.0,0.25025000000000036,98,840.0,60.0,0.0,8.0,751.0,30939.0,31690.0,8.0,08:35:39,08:48:10,0
2019-08-31,143593,16563.0,4884.0,1.0,851.2,0.32219999999999965,99,840.0,60.0,200.0,8.0,1051.2,31670.000000000004,32721.200000000004,9.0,08:47:50,09:05:21,0
2019-08-31,143593,16564.0,4884.0,2.0,865.72,0.37139999999999984,99,840.0,60.0,450.0,9.0,1315.72,32721.200000000004,34036.920000000006,9.0,09:05:21,09:27:16,0
2019-08-31,143593,16565.0,4884.0,3.0,713.52,0.3566999999999995,99,840.0,60.0,0.0,9.0,713.52,34036.920000000006,34750.44,9.0,09:27:16,09:39:10,0
