air_date,schedule_detail_id,content_tape_detail_id,content_tape_id,segment_no,segment_duration_sec,Reach,slot_id,AD_DURATION,PROMO_DURATION,ad_duration_sec,Time_hour,Total_Duration,start_sec,End_time,End_hour,start_time_in_time,end_time_in_time,promo_duration_sec
2019-08-31,142864,26402.0,7958.0,1.0,624.6,0.0805,154,840.0,60.0,240.00000000000003,7.0,864.6,26880.0,27744.6,7.0,07:28:00,07:42:24,0
2019-08-31,142864,26403.0,7958.0,2.0,614.56,0.10079999999999992,154,840.0,60.0,240.00000000000003,7.0,854.56,27744.6,28599.16,7.0,07:42:24,07:56:39,0
2019-08-31,142864,26404.0,7958.0,3.0,642.92,0.1221999999999999,154,840.0,60.0,450.0,7.0,1092.92,28599.16,29692.08,8.0,07:56:39,08:14:52,0
2019-08-31,142864,26405.0,7958.0,4.0,641.8,0.13499999999999987,154,840.0,60.0,450.0,8.0,1091.8,29692.08,30783.88,8.0,08:14:52,08:33:03,0
2019-08-31,142864,26406.0,7958.0,5.0,598.76,0.2087500000000001,154,840.0,60.0,0.0,8.0,598.76,30783.88,31382.64,8.0,08:33:03,08:43:02,0
2019-08-31,142864,26407.0,7958.0,6.0,604.12,0.24040000000000006,154,840.0,60.0,130.0,8.0,734.12,31382.64,32116.76,8.0,08:43:02,08:55:16,0
2019-08-31,142864,26408.0,7958.0,7.0,554.72,0.2055499999999999,154,840.0,60.0,130.0,8.0,684.72,32116.76,32801.479999999996,9.0,08:55:16,09:06:41,0
2019-08-31,142864,26409.0,7958.0,8.0,625.16,0.28895000000000054,154,840.0,60.0,0.0,9.0,625.16,32801.479999999996,33426.64,9.0,09:06:41,09:17:06,0
2019-08-31,142865,36681.0,11827.0,1.0,613.0,0.3439499999999996,155,840.0,60.0,320.0,9.0,933.0,33440.0,34373.0,9.0,09:17:20,09:32:53,0
2019-08-31,142865,36682.0,11827.0,2.0,713.0,0.3364499999999997,155,840.0,60.0,320.0,9.0,1033.0,34373.0,35406.0,9.0,09:32:53,09:50:06,0
2019-08-31,142865,36683.0,11827.0,3.0,644.0,0.3693000000000003,155,840.0,60.0,450.0,9.0,1094.0,35406.0,36500.0,10.0,09:50:06,10:08:20,0
2019-08-31,142865,36684.0,11827.0,4.0,688.0,0.3599499999999999,155,840.0,60.0,450.0,10.0,1138.0,36500.0,37638.0,10.0,10:08:20,10:27:18,0
2019-08-31,142865,36685.0,11827.0,5.0,726.0,0.4268500000000002,155,840.0,60.0,0.0,10.0,726.0,37638.0,38364.0,10.0,10:27:18,10:39:24,0
2019-08-31,142865,36686.0,11827.0,6.0,825.0,0.49,155,840.0,60.0,0.0,10.0,825.0,38364.0,39189.0,10.0,10:39:24,10:53:09,0
2019-08-31,142865,36687.0,11827.0,7.0,799.0,0.6229999999999983,155,840.0,60.0,450.0,10.0,1249.0,39189.0,40438.0,11.0,10:53:09,11:13:58,0
2019-08-31,142865,36688.0,11827.0,8.0,786.0,0.6260999999999981,155,840.0,60.0,0.0,11.0,786.0,40438.0,41224.0,11.0,11:13:58,11:27:04,0
2019-08-31,142865,36689.0,11827.0,9.0,669.0,0.5736999999999983,155,840.0,60.0,450.0,11.0,1119.0,41224.0,42343.0,11.0,11:27:04,11:45:43,0
2019-08-31,142865,36690.0,11827.0,10.0,577.0,0.6818999999999994,155,840.0,60.0,140.0,11.0,717.0,42343.0,43060.0,11.0,11:45:43,11:57:40,0
2019-08-31,142865,36691.0,11827.0,11.0,726.0,0.7491999999999994,155,840.0,60.0,0.0,11.0,726.0,43060.0,43786.0,12.0,11:57:40,12:09:46,0
2019-08-31,142866,41577.0,13035.0,1.0,853.0,0.9429999999999994,156,840.0,60.0,380.0,12.0,1233.0,43760.0,44993.0,12.0,12:09:20,12:29:53,0
